19 | Q4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 J3 G4 | F3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 J3 G4 F3 | F4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 | E2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 | F2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 | F3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 F3 | E3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 F3 E3 | G2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 F3 E3 G2 | D2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 F3 E3 G2 D2 | F1
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 F4 E2 F2 F3 E3 G2 D2 F1 | D7
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 | J4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 J4 | J3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 J4 J3 | F4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 J4 J3 F4 | F3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 J4 J3 F4 F3 | E3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 | E2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 E2 | F2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 E2 F2 | F3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 E2 F2 F3 | E3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 E2 F2 F3 E3 | G2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 O3 G3 F4 E2 F2 F3 E3 G2 | D2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 H3 | O3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 H3 O3 | M3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 H3 O3 M3 | O5
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 | J4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 J4 | H3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 J4 H3 | K4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 J4 H3 K4 | H4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 J4 H3 K4 H4 | O3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J3 J4 H3 K4 H4 O3 | R6
19 Q4 Q16 D3 D16 C14 F17 C9 K3 M3 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 M3 G3 | F4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 M3 G3 F4 | E2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 M3 G3 F4 E2 | D2
19 Q4 Q16 D3 D16 C14 F17 C9 O3 | M3
19 Q4 Q16 D3 D16 C14 F17 B16 | D5
19 Q4 Q16 D3 D16 C14 F17 B16 D5 | C5
19 Q4 Q16 D3 D16 C14 F17 B16 D5 C5 | C6
19 Q4 Q16 D3 D16 C14 F17 B16 D5 C5 C6 | C4
19 Q4 Q16 D3 D16 C14 F17 B16 D5 C5 C6 C4 | D6
19 Q4 Q16 D3 D16 C14 F17 B16 C17 | C11
19 Q4 Q16 D3 D16 C14 F17 B16 C17 C11 | C5
19 Q4 Q16 D3 D16 C14 F17 B16 C17 C11 C5 | C4
19 Q4 Q16 D3 D16 C14 F17 B16 C17 C11 C5 C4 | D5
19 Q4 Q16 D3 D16 C14 F17 B16 C6 | C4
19 Q4 Q16 D3 D16 C14 F17 C8 | K3
19 Q4 Q16 D3 D16 C14 F17 C8 K3 | N3
19 Q4 Q16 D3 D16 C14 F17 C8 K3 N3 | G3
19 Q4 Q16 D3 D16 C14 F17 C8 K3 N3 G3 | F4
19 Q4 Q16 D3 D16 C14 F17 C8 K3 N3 G4 | F3
19 Q4 Q16 D3 D16 C14 F17 C8 K3 O3 | G3
19 Q4 Q16 D3 D16 C14 F17 C8 O3 | L3
19 Q4 Q16 D3 D16 C14 F17 D5 | D10
19 Q4 Q16 D3 D16 C14 F17 C6 | K3
19 Q4 Q16 D3 D16 C14 F17 C6 K3 | H3
19 Q4 Q16 D3 D16 C14 F17 C6 K3 H3 | O3
19 Q4 Q16 D3 D16 C14 C12 | C5
19 Q4 Q16 D3 D16 C14 C12 C5 | F17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 | K3
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 | C9
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 C9 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 C9 R14 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 R6 | O4
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 R6 O4 | S4
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K3 R6 O4 S4 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K4 | C9
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K4 C9 | R14
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K4 C9 R14 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 K4 C9 R14 O17 | R7
19 Q4 Q16 D3 D16 C14 C12 C5 F17 R14 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 F17 O17 | R14
19 Q4 Q16 D3 D16 C14 C12 C5 F17 O17 R14 | Q18
19 Q4 Q16 D3 D16 C14 C12 C5 K3 | O17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 O17 | R14
19 Q4 Q16 D3 D16 C14 C12 C5 K3 O17 R14 | F17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 O17 R14 F17 | D14
19 Q4 Q16 D3 D16 C14 C12 C5 K3 O17 R14 F17 D14 | C17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 F17 | D14
19 Q4 Q16 D3 D16 C14 C12 C5 K3 F17 D14 | C17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 F17 D14 C17 | D17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 F17 D14 C17 D17 | C16
19 Q4 Q16 D3 D16 C14 C12 C5 K3 F17 D14 C17 D17 C16 | D15
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 | C16
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 | D17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 | E16
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 E16 | B16
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 E16 B16 | B15
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 E16 B16 B15 | B17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 E16 B16 B15 B17 | C15
19 Q4 Q16 D3 D16 C14 C12 C5 K3 C17 C16 D17 E16 B16 B15 B17 C15 | F17
19 Q4 Q16 D3 D16 C14 C12 C5 K3 H3 | O3
19 Q4 Q16 D3 D16 C14 C12 C5 K3 H3 O3 | M3
19 Q4 Q16 D3 D16 C14 C12 C5 K3 H3 O3 M3 | O5
19 Q4 Q16 D3 D16 C14 C12 C5 K3 H3 O3 M3 O5 | R6
19 Q4 Q16 D3 D16 C14 C12 C6 | K3
19 Q4 Q16 D3 D16 C14 C12 C6 K3 | H3
19 Q4 Q16 D3 D16 C14 C12 C6 K3 H3 | O3
19 Q4 Q16 D3 D16 C14 C12 C6 K3 F17 | D14
19 Q4 Q16 D3 D16 C14 C12 C6 K3 F17 D14 | C17
19 Q4 Q16 D3 D16 C14 C12 C6 K3 F17 D14 C17 | C16
19 Q4 Q16 D3 D16 C14 C12 C6 K3 F17 D14 C17 C16 | D17
19 Q4 Q16 D3 D16 C14 C12 C6 K3 F17 D14 C17 C16 D17 | E16
19 Q4 Q16 D3 D16 C14 C12 F17 | D14
19 Q4 Q16 D3 D16 C14 C12 F17 D14 | C17
19 Q4 Q16 D3 D16 C14 C12 O17 | R14
19 Q4 Q16 D3 D16 C14 D11 | F17
19 Q4 Q16 D3 D16 C14 D11 F17 | D14
19 Q4 Q16 D3 D16 C14 D11 F17 D14 | D13
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 | E14
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 E14 | C15
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 E14 C15 | C16
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 E14 C15 C16 | E13
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 E14 C17 | C15
19 Q4 Q16 D3 D16 C14 D11 F17 D14 D13 E14 C17 C15 | D17
19 Q4 Q16 D3 D16 C14 D11 C9 | D14
19 Q4 Q16 D3 D16 C14 D11 C9 D14 | D13
19 Q4 Q16 D3 D16 C14 D11 C9 D14 D13 | E14
19 Q4 Q16 D3 D16 C14 D11 C9 D14 D13 E14 | C15
19 Q4 Q16 D3 D16 C14 D11 C9 D14 D13 E14 C15 | C16
19 Q4 Q16 D3 D16 C14 D11 C9 D14 D13 E14 C15 C16 | E13
19 Q4 Q16 D3 D16 C14 D5 | F17
19 Q4 Q16 D3 D16 C14 D5 F17 | F16
19 Q4 Q16 D3 D16 C14 D5 F17 F16 | G16
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 | F15
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 | E17
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 E17 | D17
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 E17 D17 | G15
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 | E17
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 E17 | E18
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 E17 E18 | E16
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 E17 E18 E16 | G18
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 E17 E18 E16 G18 | C17
19 Q4 Q16 D3 D16 C14 D5 F17 F16 G16 F15 D17 E17 E18 E16 G18 C17 | D18
19 Q4 Q16 D3 D16 C14 D5 C7 | C3
19 Q4 Q16 D3 D16 C14 F16 | C9
19 Q4 Q16 D3 D16 C14 F16 C9 | C11
19 Q4 Q16 D3 D16 C14 F16 B16 | D5
19 Q4 Q16 D3 D16 C14 F16 B16 D5 | C5
19 Q4 Q16 D3 D16 C14 D12 | E14
19 Q4 Q16 D3 D16 C14 D12 E14 | F16
19 Q4 Q16 D3 D16 C14 D6 | F17
19 Q4 Q16 D3 D16 C14 D6 F17 | E15
19 Q4 Q16 D3 D16 C14 D6 F17 E15 | C17
19 Q4 Q16 D3 D16 C14 D6 F17 E15 C17 | C3
19 Q4 Q16 D3 D16 C5 | K3
19 Q4 Q16 D3 D16 C5 K3 | R14
19 Q4 Q16 D3 D16 C5 K3 R14 | O17
19 Q4 Q16 D3 D16 C5 K3 R14 O17 | M3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 | G3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 | Q10
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 | O3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 O3 | O4
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 O3 O4 | R3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 O3 O4 R3 | R4
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 O3 O4 R3 R4 | Q3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 O3 O4 R3 R4 Q3 | P4
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 Q10 R12 | P12
19 Q4 Q16 D3 D16 C5 K3 R14 O17 M3 G3 S16 | R6
19 Q4 Q16 D3 D16 C5 K3 R14 O17 N3 | G3
19 Q4 Q16 D3 D16 C5 K3 R14 O17 N3 G3 | Q10
19 Q4 Q16 D3 D16 C5 K3 R14 O17 S16 | R17
19 Q4 Q16 D3 D16 C5 K3 R14 R12 | R17
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 | R16
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 | Q17
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 | P16
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 P16 | S16
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 P16 S16 | S15
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 P16 S16 S15 | S17
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 P16 S16 S15 S17 | R15
19 Q4 Q16 D3 D16 C5 K3 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 | O17
19 Q4 Q16 D3 D16 C5 K3 O17 | R14
19 Q4 Q16 D3 D16 C5 K3 O17 R14 | Q18
19 Q4 Q16 D3 D16 C5 K3 O17 R14 Q18 | R17
19 Q4 Q16 D3 D16 C5 K3 O17 R14 Q18 R17 | L17
19 Q4 Q16 D3 D16 C5 K3 O17 R14 Q18 N17 | N16
19 Q4 Q16 D3 D16 C5 K3 O17 R14 Q18 N17 N16 | M17
19 Q4 Q16 D3 D16 C5 K3 K17 | G3
19 Q4 Q16 D3 D16 C5 K3 K17 G3 | R14
19 Q4 Q16 D3 D16 C5 K3 K17 G3 R14 | O17
19 Q4 Q16 D3 D16 C5 K3 K17 G3 R14 O17 | G17
19 Q4 Q16 D3 D16 C5 K3 K17 R6 | O3
19 Q4 Q16 D3 D16 C5 K3 K17 R6 O3 | G3
19 Q4 Q16 D3 D16 C5 K3 H3 | O3
19 Q4 Q16 D3 D16 C5 K3 H3 O3 | R7
19 Q4 Q16 D3 D16 C5 K3 F17 | H17
19 Q4 Q16 D3 D16 C5 K3 M3 | G3
19 Q4 Q16 D3 D16 C5 K3 M3 G3 | R14
19 Q4 Q16 D3 D16 C5 K3 N3 | G3
19 Q4 Q16 D3 D16 C5 O3 | R6
19 Q4 Q16 D3 D16 C5 O3 R6 | Q2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 | N3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 | N4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 | M3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 | O4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 | R3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 | M4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 | O2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 O2 | L3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 O2 L3 | P2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 O2 L3 P2 | L2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 O2 L3 P2 L2 | N2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 O4 R3 M4 O2 L3 P2 L2 N2 | K5
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 | O2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 O2 | P3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 O2 P3 | K3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 O2 P3 K3 | L4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 O2 P3 K3 L4 | J3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 N3 N4 M3 M4 O2 P3 K3 L4 J3 | R3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 | R3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 | P3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 | P2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 | O4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 | N4
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 N4 | N3
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 N4 N3 | O2
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 N4 N3 O2 | N5
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 N4 N3 O2 N5 | D10
19 Q4 Q16 D3 D16 C5 O3 R6 Q2 M3 R3 P3 P2 O4 N4 N3 O2 N5 D10 | K4
19 Q4 Q16 D3 D16 C5 O3 R6 K3 | O17
19 Q4 Q16 D3 D16 C5 O3 R6 K3 O17 | M17
19 Q4 Q16 D3 D16 C5 O3 L3 | Q6
19 Q4 Q16 D3 D16 C5 O3 L3 Q6 | O4
19 Q4 Q16 D3 D16 C5 O3 L3 Q6 O4 | R3
19 Q4 Q16 D3 D16 C5 O3 L3 Q6 O4 R3 | R4
19 Q4 Q16 D3 D16 C5 O3 L3 Q6 O4 R3 R4 | N4
19 Q4 Q16 D3 D16 C5 O3 L3 Q6 O4 R3 R4 N4 | P3
19 Q4 Q16 D3 D16 C5 O3 M3 | R3
19 Q4 Q16 D3 D16 C5 O3 M3 R3 | Q3
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 | R4
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 | Q5
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 | Q2
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 | P2
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 P2 | R2
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 P2 R2 | P3
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 P2 R2 P3 | R6
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 P2 R2 P3 R6 | C14
19 Q4 Q16 D3 D16 C5 O3 M3 R3 Q3 R4 Q5 Q2 P2 R2 P3 R6 C14 | F17
19 Q4 Q16 D3 D16 C5 D6 | D5
19 Q4 Q16 D3 D16 D5 | D10
19 Q4 Q16 D3 D16 D5 D10 | C8
19 Q4 Q16 D3 D16 D5 C10 | K4
19 Q4 Q16 D3 D16 D5 C10 K4 | R6
19 Q4 Q16 D3 D16 D5 C10 K4 R6 | O4
19 Q4 Q16 D3 D16 D5 C10 K4 R6 O4 | S4
19 Q4 Q16 D3 D16 D5 K3 | M3
19 Q4 Q16 D3 D16 D5 K3 M3 | G3
19 Q4 Q16 D3 D16 D5 K3 M3 G3 | H4
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 | H3
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 | K4
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 | J4
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 J4 | J5
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 J4 J5 | J3
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 J4 J5 J3 | L4
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 J4 J5 J3 L4 | H5
19 Q4 Q16 D3 D16 D5 K3 M3 G3 H4 H3 K4 J4 J5 J3 L4 H5 | J6
19 Q4 Q16 D3 D16 D5 O3 | L3
19 Q4 Q16 D3 D16 D5 L3 | J3
19 Q4 Q16 D3 D16 D5 L3 J3 | O3
19 Q4 Q16 D3 D16 D5 L3 J3 O3 | P3
19 Q4 Q16 D3 D16 D5 L3 J3 O3 P3 | O4
19 Q4 Q16 D3 D16 D5 L3 J3 O3 P3 O4 | Q6
19 Q4 Q16 D3 D16 D5 C14 | K4
19 Q4 Q16 D3 D16 C6 | K3
19 Q4 Q16 D3 D16 C6 K3 | H3
19 Q4 Q16 D3 D16 C6 K3 H3 | O3
19 Q4 Q16 D3 D16 C6 K3 H3 O3 | R7
19 Q4 Q16 D3 D16 C8 | C14
19 Q4 Q16 D3 D16 C9 | C13
19 Q4 Q16 D3 D5 | D16
19 Q4 Q16 D3 D5 C5 | C6
19 Q4 Q16 D3 D5 C5 C6 | C4
19 Q4 Q16 D3 D5 C5 C6 C4 | D6
19 Q4 Q16 D3 C17 | C5
19 Q4 Q16 D3 C17 C5 | K3
19 Q4 Q16 D3 C17 C5 K3 | R14
19 Q4 Q16 D3 D17 | D15
19 Q4 Q16 D3 D6 | C5
19 Q4 Q16 D4 | D16
19 Q4 Q16 D4 D16 | R14
19 Q4 Q16 D4 D16 R14 | O17
19 Q4 Q16 D4 D16 R14 O17 | S16
19 Q4 Q16 D4 D16 R14 O17 S16 | R17
19 Q4 Q16 D4 D16 R14 O17 S16 R17 | R11
19 Q4 Q16 D4 D16 R14 O17 S16 R17 R11 | O3
19 Q4 Q16 D4 D16 R14 O17 S16 R17 R11 O3 | Q6
19 Q4 Q16 D4 D16 R14 O17 S16 O3 | M3
19 Q4 Q16 D4 D16 R14 O17 S16 O3 M3 | R17
19 Q4 Q16 D4 D16 R14 O17 S16 C6 | C8
19 Q4 Q16 D4 D16 R14 O17 S16 R6 | R8
19 Q4 Q16 D4 D16 R14 O17 Q10 | O3
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 | M3
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 | R3
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 | R4
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 R4 | Q3
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 R4 Q3 | P4
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 R4 Q3 P4 | O2
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 R4 Q3 P4 O2 | N5
19 Q4 Q16 D4 D16 R14 O17 Q10 O3 M3 R3 R4 Q3 P4 O2 N5 | C6
19 Q4 Q16 D4 D16 R14 O17 C14 | C12
19 Q4 Q16 D4 D16 R14 O17 K4 | R6
19 Q4 Q16 D4 D16 R14 O17 K4 R6 | R8
19 Q4 Q16 D4 D16 R14 O17 K4 C6 | Q10
19 Q4 Q16 D4 D16 R14 O17 R10 | O3
19 Q4 Q16 D4 D16 R14 R12 | R17
19 Q4 Q16 D4 D16 R14 R12 R17 | R16
19 Q4 Q16 D4 D16 R14 R12 R17 R16 | Q17
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 | P16
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 | S16
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 | S15
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 | S17
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 | R15
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 | O17
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 | O3
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 | R6
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 R6 | Q2
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 R6 Q2 | R3
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 R6 Q2 R3 | L3
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 R6 Q2 R3 L3 | C14
19 Q4 Q16 D4 D16 R14 R12 R17 R16 Q17 P16 S16 S15 S17 R15 O17 O3 R6 Q2 R3 L3 C14 | C12
19 Q4 Q16 D4 D16 R14 R12 F17 | C14
19 Q4 Q16 D4 D16 R14 R12 F17 C14 | O17
19 Q4 Q16 D4 D16 R14 R12 F17 C14 O17 | Q14
19 Q4 Q16 D4 D16 R14 R12 F17 C14 O17 Q14 | R17
19 Q4 Q16 D4 D16 R14 R12 P14 | O16
19 Q4 Q16 D4 D16 R14 R12 P14 O16 | Q11
19 Q4 Q16 D4 D16 R14 O16 | Q10
19 Q4 Q16 D4 D16 R14 O16 Q10 | O3
19 Q4 Q16 D4 D16 R14 O16 Q10 O3 | M3
19 Q4 Q16 D4 D16 R14 O16 Q10 O3 M3 | R3
19 Q4 Q16 D4 D16 R14 O16 Q10 O3 M3 R3 | R4
19 Q4 Q16 D4 D16 R14 O16 Q10 O3 M3 R3 R4 | Q3
19 Q4 Q16 D4 D16 R14 O16 Q10 O3 M3 R3 R4 Q3 | P4
19 Q4 Q16 D4 D16 R14 Q11 | O17
19 Q4 Q16 D4 D16 R14 Q11 O17 | Q14
19 Q4 Q16 D4 D16 K4 | C6
19 Q4 Q16 D4 D16 K4 C6 | F4
19 Q4 Q16 D4 D16 K4 C6 F4 | B4
19 Q4 Q16 D4 D16 K4 C6 F4 B4 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 | R12
19 Q4 Q16 D4 D16 K4 C6 F4 D10 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 | R12
19 Q4 Q16 D4 D16 K4 C6 F4 C9 | Q10
19 Q4 Q16 D4 D16 K4 C6 R14 | O17
19 Q4 Q16 D4 D16 K4 C6 C8 | C3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 | D3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 | C4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 | D5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 | D6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 | C5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 | B5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 | B4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 | B3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 | B6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 | A4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 | E6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 | B7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 | D7
